cpu,memory,disk,temperature,network,failure
37.454011884736246,37.36408184666985,72.99983109899703,67.86084262791304,298.9120412044165,0
95.07143064099162,33.291209623140325,18.451199559871156,54.446934015064485,94.81777516205803,0
73.1993941811405,17.615391250286006,34.663969436988616,92.33738936479556,126.35922497221597,0
59.86584841970366,60.726667010148795,66.32806368578183,36.423383823817865,180.67112818092178,0
15.601864044243651,47.66241605086289,48.20893445244799,64.08923119992055,203.65333436494836,0
15.599452033620265,86.57009923240037,73.85710386348939,72.5157511242667,242.26180921054407,0
5.8083612168199465,3.2109580482058253,96.12079012228597,81.91733670090362,255.4600289634944,0
86.61761457749351,64.38679275551263,11.654668771519749,50.52282728210053,455.71634548753593,0
60.11150117432088,76.29488785115612,70.95677163980609,71.51914307431112,509.57319082604124,0
70.80725777960456,75.94865691883071,23.034415563211454,42.74011035382121,308.87920812635593,0
2.0584494295802447,88.60739670955252,41.44767274075692,52.66070692713652,907.2964199207282,0
96.99098521619943,72.9033742829494,3.2862725795139824,87.17203484025494,553.1397233389546,0
83.24426408004217,92.78100616476964,13.590738229269894,91.24307069982157,787.4769280334067,0
21.233911067827616,33.26565998208915,31.977728904889968,73.91130101954485,924.2378324208433,0
18.182496720710063,50.32094167515431,34.198580528798495,48.07639180821388,163.1351145758052,0
18.34045098534338,1.4079663282890675,89.95852164620958,81.50433424809981,427.87448371563454,0
30.42422429595377,0.6957587303291213,74.18129092665151,21.940031129406513,433.2104017146088,0
52.475643163223786,24.012662045151988,97.2182968187041,27.70594329045658,354.4722504383542,0
43.194501864211574,10.080719713908525,59.90715103352405,69.60303022815208,8.90586655163994,0
29.122914019804192,26.021136793575362,24.171373209131797,41.843643145254305,815.972107778095,0
61.18528947223795,17.70432945283974,32.765502992164286,91.35396638003583,111.5593215539028,0
13.949386065204184,2.852002483864824,31.983592329196707,52.70454590692285,995.4805979217589,0
29.214464853521815,90.93041464060494,32.64943276632516,52.20236152918827,772.9584919111816,0
36.63618432936917,0.8223131388891525,67.29641731118157,70.85596326431984,580.0100176065145,0
45.606998421703594,73.60821443370854,53.08079280904162,77.56764217296423,154.60641774159745,0
78.51759613930136,15.214788691951654,38.54241780866443,55.66690535938524,515.3929713932471,0
19.967378215835975,91.22296219996,14.90897687287166,36.05006762837931,261.10874085780887,0
51.42344384136116,89.27959395898858,2.2139162942145907,77.99814820442162,252.32252454306948,0
59.24145688620425,65.39011463692573,21.88346775876926,44.02634561552207,829.5292493824854,0
4.645041271999773,67.22341498006051,10.747140396868126,33.13330769703932,380.6444239594347,0
60.75448519014384,0.5339141969688543,78.54450308522394,67.373014244376,450.7238033908041,0
17.052412368729154,98.4871566113602,11.249795781388539,26.78402502427628,842.9647377801183,0
6.505159298527952,87.78326035758144,72.42282373068362,92.85145063145411,87.79062571884255,0
94.88855372533332,89.5106225730092,38.56586897760826,67.42979483091027,594.6178530910495,0
96.56320330745594,65.92445370508719,7.337838974377597,93.94216406913169,578.2156813730378,0
80.83973481164611,34.47869286545365,81.27300494315858,45.417006760897706,425.2145692666752,0
30.46137691733707,89.36486490904808,57.963057023661335,92.84038708927984,829.7746414240929,0
9.767211400638388,29.151692815119233,23.576151286357305,30.91716857964677,942.8900613356926,0
68.42330265121569,56.271154334220284,89.4681174332668,23.052107926027134,465.33586191361076,0
44.01524937396013,9.97309723438824,4.525831387055145,22.47380453409519,456.1470509983997,0
12.203823484477883,92.19556301327502,20.18196081977629,54.86527779494203,502.06372967074475,0
49.51769101112702,14.077045777121333,75.2046927805861,26.22531481089461,723.1240308330615,0
3.4388521115218396,22.489680573040726,70.93779303098891,58.41259131257013,668.0602906989624,0
90.9320402078782,55.813415812821496,28.927169372447803,44.56253776316753,222.83494920688707,0
25.87799816000169,76.40930002129815,6.202487535278312,45.17217443555867,63.895348599343315,0
66.2522284353982,61.93513059362989,85.80780722249438,67.67067474088773,949.2541298167894,0
31.171107608941096,23.213391280015617,31.369763806990257,32.23235046137151,261.0697597337043,0
52.00680211778108,0.09430425274903342,19.571341492826523,77.49150277547983,638.5966846905917,0
54.67102793432797,75.71505803074392,51.60618223609771,63.652318983397606,828.4380027437223,0
18.485445552552704,98.52073259110938,91.02271992824473,88.62084716356333,300.2767505471863,0
96.95846277645586,80.99131203060904,4.354657784337535,47.363049032564255,635.4334136569288,0
77.51328233611146,46.02066181566153,76.58040880308877,93.70362440503442,107.90024114922491,0
93.9498941564189,90.37672613991066,57.24732279387089,63.18707350355174,969.9314443756607,0
89.48273504276489,40.984767311835,42.54491165518169,93.00514671406503,58.158275050625875,0
59.78999788110851,52.493408424346754,74.40804441050601,22.02954905353365,438.1746738409763,0
92.18742350231169,47.712976739568326,96.58244244416323,74.5982241809291,536.8192420600233,0
8.84925020519195,44.762387266552494,22.920621116269103,81.24661432195522,790.481778663364,0
19.59828624191452,77.51907692939058,14.364736507211962,23.987996500736568,121.12851707242123,0
4.522728891053807,52.676890726949196,91.2881745222697,63.42272480121843,440.80797385517656,0
32.53303307632643,31.671712202521608,66.89530774573036,80.14567201920863,299.71156954345236,0
38.8677289689482,25.81581676584783,43.798602156196594,62.077904391730456,312.01071569334005,0
27.134903177389592,3.7747316967433386,57.32595702642831,24.78601928041,778.7879160652509,0
82.87375091519293,58.3195161883046,74.5613905176244,72.00854306737335,5.460945031833142,0
35.67533266935893,22.99614154010342,77.30318987057171,24.54476860049815,749.0836413359663,0
28.093450968738075,14.813392201638308,91.98941808189646,81.31016712623288,810.3984301231062,0
54.26960831582485,65.38299638276777,42.684278889562265,23.22756374800208,901.362243842069,0
14.092422497476264,68.12092578215488,29.3410910019395,30.30480357577781,626.8818032304835,0
80.21969807540397,75.21548922576659,63.96642667898419,40.633069289245135,333.4553282722412,0
7.455064367977082,50.357689633859145,41.57278992795304,67.50235941956,427.2347325488707,0
98.68869366005173,89.40546052038866,59.45984539489779,93.22693247234794,969.7360822874292,1
77.22447692966574,93.63427533982278,41.99857984559502,28.83671394649508,881.1868264358523,0
19.87156815341724,80.73709397924894,15.299578667817448,30.703075191043883,463.525909099442,0
0.5522117123602399,63.55934820081872,46.94267516589584,47.665279752573525,943.0630071109224,0
81.54614284548342,30.372095359118866,69.09178219410327,82.71643533164901,822.954875406459,0
70.68573438476172,98.29449216202212,79.92838076676499,55.042321456311065,901.0898616597948,0
72.90071680409874,27.413616719193833,49.332627679654685,44.12079501918662,682.977234575921,0
77.12703466859458,20.265692199043105,16.52378902104009,62.0902874156646,857.654043461995,0
7.4044651734090365,44.215411378658274,41.46877096494316,39.539239808431255,891.7661413343258,0
35.84657285442726,5.684057071238846,78.62939288416982,50.08699304356407,92.0165845406714,0
11.586905952512971,97.84944646717908,41.285927061707284,44.94538619240314,965.2169766606586,0
86.31034258755935,58.84335564164248,69.65307936042223,80.31057668109844,333.6130987640633,0
62.329812682755794,55.69520916641753,50.721368167808976,89.31917948285006,439.89950958335544,0
33.08980248526492,65.57962798997198,24.12231251093967,76.96791441176839,791.9037591928153,0
